Serial,Customer No,Rooms,Members,Fans,Lights,Freezes,Microwave Oven,Geyser,AC,Washing Machine,TV,PC,Induction Stove,Profession,Salary,post_21_july_unit,post_21_august_unit,post_21_sep_unit,post_21_oct_unit,post_21_nov_unit,post_21_dec_unit,post_22_jan_unit,post_22_feb_unit,post_22_mar_unit,post_22_april_unit,post_22_may_unit,post_22_june_unit,pre_22_apr_unit,pre_22_may_unit,pre_22_june_unit,pre_22_july_unit,pre_22_aug_unit,pre_22_sep_unit,pre_22_oct_unit,pre_22_nov_unit,pre_22_dec_unit,pre_23_jan_unit,pre_23_feb_unit,pre_23_mar_unit,pre_23_apr_unit,pre_23_may_unit,pre_23_june_unit,pre_23_jul_unit,pre_23_aug_unit,pre_23_sep_unit,pre_23_oct_unit,pre_23_nov_unit,pre_23_dec_unit,,
954,17684996,4,2,5,7,1,1,,,,1,1,0,,,455,465,394,410,279,221,229,238,454,507,77,47,,,39.16,214.65,228.04,237.94,319.06,133.23,115.88,78.48,71.79,55.85,233.65,121.5,231.49,269.23,216.37,231.75,198.29,130.88,138.47,,
955,17699509,3,4,4,7,1,,,,,1,,0,,,196,167,163,165,155,138,134,137,77,108.05,75.42,,311.71,362.59,336.6,403.19,288.69,175.05,241.76,196.08,150.19,118.48,141.53,221.08,296.56,238.08,378.13,364.46,401.51,417.08,300.92,215.65,146.96,,
956,17693501,2,2,3,4,1,,,,,,,0,,,125,105,133,117,106,104,126,94,159,349,347,,,,169.22,75.59,152.45,157.2,135.02,108.05,75.42,57.81,75.39,123.64,128.6,145.37,124.07,100.27,108.41,127.96,130.21,96.09,55.77,,
957,17687350,4,4,3,5,1,,,,1,1,1,0,,,425,440,19,293,294,209,251,224,260,404.63,298.18,,392.28,547.34,515.52,633.54,564.7,472.71,404.63,298.18,254.54,262.38,242.25,317.68,41.39,277.3,410.47,380.04,358.96,361.48,307.5,228.31,183.57,,
958,17680781,2,3,2,6,1,,,,,1,,0,,,158,196,217,166,65,37,33,48,59,96,63,,,,37.92,18.36,9.36,177.6,241.46,93.8,52.71,34.62,45.84,143.14,41.99,41.23,9.62,21.75,8.33,9.47,7.18,9.98,41.69,,
959,17509579,4,7,4,8,1,,,1,,2,1,1,,,579,567,736,594,620,520,561,517,571,618,616,533,,,77.49,567.26,604.82,568.38,542.51,522.12,485.53,423.44,466.83,563.65,578.19,553.74,622.07,718.84,679.74,668.58,674.16,576.65,493.49,,
960,17724109,3,4,3,6,1,,,,,1,,0,,,415,419,434,427,270,268,322,276,133,404.63,298.18,,430.4,410.8,339.47,435.52,489.9,408.21,344.71,263.34,289.45,285.02,249.98,301.52,534.43,359.45,427.91,447.46,376.99,466.24,338.19,253.34,266.9,,
961,17713283,3,5,4,5,1,,,,,2,,0,,,487,417,304,322,218,126,191,150,251,304,247,,,93.96,284.9,294.08,306.6,350.62,271.68,178.79,141.76,163.85,129.77,118.85,190.73,185.71,230.47,155.44,147.02,142.15,154.73,136.27,154.99,,
962,17725450,2,2,3,4,1,,,,,1,,0,,,126,123,118,113,78,64,69,69,95,110,86,,,,142.44,111.69,115.46,107.86,85.23,97.86,72.47,66.5,68.7,93.52,101.91,108.69,105.04,102.52,31.97,33.73,27.75,31.07,36.2,,
963,17718439,3,6,4,6,1,,,,1,2,,1,,,652,664,706,615,437,365,542,160,215.32,183.04,170.29,,770.2,24.86,577.79,535.16,710.02,630.41,584.24,411.56,331.55,278.54,312.55,491.4,742.43,547.35,781.76,702.98,664.18,663.36,555.51,372.81,312.29,,
964,17712431,2,3,3,5,1,,,,,1,,0,,,105,124,132,175,109,54,41,30,165,170,183,157,,,39.98,172.42,216.88,199.71,182.69,163.53,101.26,37.56,90.37,182.58,219.84,231.93,227.05,212.44,259.08,242.08,247.56,207,100.9,,
966,17713029,1,2,1,2,1,,,,,,,0,,,59,97,107,87,61,53,59,43,10,18,200,,56.36,64.68,123.64,69.88,89.96,94.48,94.63,105.2,64.62,70.27,77.1,106.39,53.65,91.87,93.86,64.14,101.91,92.48,88.99,103.21,55.02,,
967,17635536,1,2,2,2,1,,,,,,,0,,,34,39,50,57,128,72,63,81,152,167,212,133,,,34.72,173.67,191.22,206.51,156.38,171.55,130.34,106.44,150.12,220.47,177.06,237.63,205.36,223.21,250.65,295.33,289.21,265.02,169.31,,
968,17711605,3,4,3,4,1,1,,,,1,,0,,,319,374,254,245,181,80,71,47,26,60,58,20,,,169.84,305.89,285.38,333.85,290.17,209.96,137.94,16.12,61.74,107.83,65.08,108.16,130.21,123.91,127.2,143.17,157.03,121.28,98.63,,
969,17691819,3,5,4,6,1,,,,,2,,0,,,337,148,266,277,194,156,125,127,177,223,263,145,,,358.96,378.78,255.14,256.5,206.26,145.37,149.64,141.95,130.52,159.54,187.97,200.96,264.74,339.81,333.52,313.75,251.09,192.08,154.32,,
970,17692291,4,6,5,9,1,,,1,1,1,1,0,,,676,737,679,689,388,249,263,245,557,395,603,,,610.57,789.05,727.71,888.21,936.58,635.43,350.67,181.7,196.65,182.32,431.53,859.46,664.13,914.68,877.28,936.9,299.5,74.82,59.82,110.09,,
971,17708075,1,3,1,2,1,,,,,,,0,,,100,37,226,205,178,109,68,164,220,185,14,,,,183.71,81.1,110.89,106.39,85.94,85.85,73.03,43.99,64.38,82.11,76.59,115.66,134.85,144.7,100.51,100.91,104.61,86.38,54.24,,
972,17691857,3,7,3,6,1,1,1,,,1,1,0,,,580,642,823,825,557,376,276,326,495,635,753,370,,,297.69,610.44,667.96,643.72,635.31,361.08,229.6,228.14,227.35,389.19,658.88,548.46,681.35,758.6,599.22,700.91,621.09,394.96,279.9,,
973,17675906,3,6,4,8,1,,,,,1,,0,,,377,386,319,417,211,150,132,133,190,231,197,,,126.28,325.63,450.2,400.49,305.11,235.74,171.4,140.5,132.64,128.02,171.83,350.02,335.22,435.05,325.89,289.31,404.98,285.22,188.43,129.53,,
975,17689802,2,3,3,4,1,,,,,,,0,,,42,64,112,116,79,53,46,56,104,113,69,,,53.45,117.01,111.91,115.04,115.38,90.85,78.28,21.46,34.61,35.91,53.96,95.35,87.72,102.33,112.52,105.94,102.26,91.27,70.73,26.44,,
976,17690079,2,4,3,6,1,,,,,1,,0,,,248,243,239,396,230,139,147,119,261,244,247,170,,,127.61,283.39,249.96,229.65,259.35,206.63,148.4,123.11,137,247.49,264.54,254.28,283.29,271.7,233.22,230.71,201.64,200.9,158.39,,
978,17718731,3,6,4,6,1,,,,,1,,0,,,341,325,270,263,243,161,149,194,267,285,323,158,,,153.76,346.93,330.54,308.03,272.7,236.04,181.91,164.04,185.13,251.1,283.72,280.29,283.12,292.09,279.41,283.74,254.06,221.66,167.61,,
981,17678563,2,3,3,4,1,,,,,,,0,,,90,71,76,87,54,60,64,59,45,70,53.78,,,210.72,420.07,350.62,390.21,393.27,396.93,102.97,70.06,64.47,65.06,95.13,141,146.33,138.09,119.81,148.05,138.06,133.41,104.16,87.96,,
982,17707823,3,3,4,5,1,,,,,1,,0,,,180,166,232,196,147,132,56,47,123,196,33.78,,,,366.01,225.63,238.13,278.15,224.15,155.91,141.77,116.66,129.68,209.49,265.45,280.76,297.04,385.34,323.69,299.44,270.86,229.93,137.37,,
983,17690761,2,4,3,5,1,,,,,1,,0,,,91,186,364,393,229,221,192,168,333,315,115.77,,,686.38,415.42,473.24,548.68,455.98,313.74,362.98,256.92,205.2,230.79,320.5,236.22,460.5,507.34,510.93,618.95,634.15,591.32,432.96,244.97,,
984,17717771,2,2,4,4,1,,,,,,,0,,,67,45,61,65,34,29,25,22,29,35,12,,,,52.19,41.99,48.65,39.29,38.57,31.43,28.04,55.06,53.78,98.16,61,81.16,73.67,72.83,72.25,80.65,91.71,84.83,29.84,,
985,17687863,2,2,3,4,1,,,,,1,,0,,,185,163,179,251,191,122,115,138,205,296,218,0,,,288.45,189.54,278.94,257.63,229.1,49.24,35.26,29.66,33.78,45.51,49.4,61.96,56.59,52.79,29.72,35.59,46.74,52.25,45.42,,
986,17696294,2,3,3,4,1,,,,,1,1,0,,,266,252,259,243,193,152,138,133,210,300,275,100,,,350.92,359.84,325.13,308.63,226.32,154.32,139.14,114.83,115.77,202.41,253.58,226.04,296.1,399.19,320.56,311.94,259,203.33,145.24,,
987,17728262,3,5,4,5,1,,,,,1,,0,,,358,347,241,181,141,86,69,99,208,129,52,,,119.81,226.42,164.11,200.61,201.39,161.3,111.81,83.36,102.33,112.13,171.25,195.53,396.67,332.43,207.39,336.61,404.93,383.75,319.2,269.36,,
988,17677423,3,5,3,6,1,,,,,1,,0,,,250,371,349,164,161,149,183,197,162,255,343,,,,592.05,229.35,308.72,319.33,263.59,190.81,171.44,246.95,141.52,167.97,123.16,156.42,144.05,250.84,296.91,321.83,152.08,88.78,106.28,,
989,17675959,3,4,4,6,1,,,,,1,,0,,,260,168,150,140,117,88,78,79,167,307,180,,,97.72,291.44,375.4,411.79,381.19,293.83,98.37,78.27,85.48,82.8,161.8,239.79,340.6,435.05,455.77,413.66,398.9,395.61,232.96,89.42,,
990,17710306,4,7,5,7,1,,,,,2,1,0,,,453,421,464,468,376,286,251,157,316,375,432.63,,,529.54,426.05,432.63,447.76,473,410.61,346.28,279.58,196.97,260.99,427.3,430.54,394.11,429.83,438.87,423.82,413.94,426.01,335.65,279.88,,
991,17677226,4,7,5,8,1,,,,,2,1,0,,,429,566,646,494,189,179,143,156,245,322,267,0,,,537.72,302.47,350.43,359.05,388.79,222.08,173.91,146.26,151.37,264.4,538.04,361.42,87.03,477,439.42,478.52,265.57,147.7,115.52,,
992,17724306,5,9,5,11,2,1,,1,,3,1,0,,,776,702,423,655,357,403,281,254,118,90,71,,694.56,575.66,879.2,997.44,1024.98,1032.49,842.8,403.78,281.47,220.07,317.97,544.33,1173.47,1146.06,1321.48,1147.02,1017.68,1239.18,892.16,505.49,251.43,,
993,17685585,3,4,3,5,1,,,,,1,,0,,,218,264,283,288,160,84,81,86,246,241,219,123,,,122.5,211.77,282.34,340.51,292.54,200.76,124.36,92.69,108.12,203.88,317.76,371.43,378.93,285.51,274.6,313.84,279.09,212.06,107.2,,
994,17722348,3,5,4,6,1,,,,,1,,0,,,200,348,404,284,180,119,99,84,163,306,416,327,,,280.31,434.2,365.92,327.8,288.92,143,96.72,81.89,97.55,155.5,285.89,273.65,563.65,455.03,429.82,488.97,319.93,179.8,123.56,,
995,17685021,4,6,5,8,1,,,,,1,1,0,,,404,402,329,308,256,192,205,210,343,505,450,180,,,172.94,596.97,542.44,431.88,412.93,282.47,230.34,190.34,208.02,291.96,574.92,451.13,549.58,580.94,446.93,498.81,441.38,318.95,212.36,,
996,17673948,3,7,4,8,1,,1,,,2,1,0,,,464,412,432,351,240,155,226,220,326,279,291,,,120.87,369.83,361.85,380.18,295.24,232.86,172.33,138.32,148.45,125.26,207.69,362.46,360.59,373.18,258.28,253.01,264.07,233.92,188.18,153.4,,
997,17722161,4,5,5,5,1,,,,,1,1,0,,,266,298,327,222,142,127,92,106,258,640,315,,,112.96,454.98,248.28,234.44,481.1,138.32,211.91,169.31,177.6,124.02,338.51,310.01,190.34,286.81,432.17,298.52,475.13,265.46,263.31,142.41,,
998,17720835,3,4,4,6,1,1,,,,2,1,1,,,489,594,589,548,337,271,270,311,496,800,336,,,351.62,637.25,574.97,571.25,498.04,483.65,315.88,284.92,256.08,277.22,346.53,692.06,504.17,705.9,618.53,451.79,680.04,554.94,299.84,249.16,,
999,17689037,5,7,5,15,3,1,,3,1,3,2,0,,,1139,1242,1191,1087,738,541,548,571,947,1193,950,,,292.56,1225.43,1396.46,1360.15,1178.44,1143.95,943.32,733.26,535.56,627.82,1165,1387.11,1297.25,1573.83,1677.76,1480.19,1450.3,1275.46,1036.42,6.44,,
1000,17690045,3,3,4,5,1,,,,,1,2,0,,,243,237,252,200,190,174,198,209,230,265,242,64,,,231.05,329.8,342.33,280.54,251.61,217.46,272.18,175.99,171.65,239.56,340.18,231.45,211.8,252.46,329.58,322.5,410.29,392.57,315.37,,
1001,17723191,3,4,4,6,1,,,,,1,,0,,,114,142,132,104,75,60,59,28,68,94,106,5,,,111.4,95.03,105.22,115.86,105.83,74.65,60.59,54.92,59.81,103.4,113.75,103.19,113.69,122.03,118.16,112.38,112.82,109.25,83.69,,
1002,17688908,3,4,3,6,1,,,,,1,,0,,,60,151,241,227,202,113,87,79,208,205,209,100,,,253.36,249.48,212.59,253.09,263.21,215.15,154.59,107.27,124.01,245.7,223,274.12,296.89,296.13,277.12,282.88,293.7,210.12,157.02,,
1003,17691467,3,4,3,6,1,,,,,1,2,0,,,311,268,264,242,185,123,133,125,225,238,279,213,,,81.56,77.39,141.76,219.09,184.54,174.47,133.45,112.95,123.34,194.04,260.51,228.58,280.31,244.77,233.59,220.31,218.33,182.89,132.13,,
1004,17694194,4,6,4,8,2,1,1,2,1,1,,0,,,748,951,961,907,502,235,219,309,650,948,829,,,238.73,985.46,1001.06,861.36,333.61,431.63,294.86,270.08,271.37,235.69,342.62,526.79,580.75,718.06,625.24,504.64,486.72,426.75,244.15,142.37,,
1005,17680315,3,4,3,6,1,,,,1,2,2,0,,,413,405,537,459,278,244,287,233,355,475,314,,,,407,448.87,454.85,352.79,661.08,277.87,220.01,230.98,189.04,300.65,394.68,299.17,392.52,394.63,371.11,447.67,374.29,309.75,200.53,,
1006,17704053,3,5,4,6,1,,,,,1,,0,,,267,171,180,251,181,144,139,122,225,191,244.71,,,166.5,258.58,213.16,313.94,326.95,299.06,138.68,192.97,158.3,143.01,186.67,433.43,273.43,382.31,220.99,229.55,273.06,277.49,200.56,129.66,,
1008,17641530,4,4,4,5,1,1,,1,,1,1,,,,406,445,372,326,303,201,178,229,335,416,369,99,,,269.58,357.75,188.18,184.58,185.33,128.99,167.67,367.68,269.58,408.19,503.91,393.68,539.54,620.53,572.22,500.07,364.35,394.77,256.68,,
1009,17659158,3,3,3,4,1,,,,,1,,,,,128,429,266,300,213,162,156,138,232,299,266,,,,442.23,321.93,399.22,417.61,286.89,224.61,143.03,142.49,151.26,246.83,326.61,294.23,289.55,279.24,281.63,284.35,268.26,220.19,175.8,,
1010,17646989,2,2,2,2,,,,,,,2,,,,199,181,197,192,149,95,69,66,134,173,164,184,,,158.11,242.28,253.36,255.58,234.13,163.5,124.26,97.79,156.49,204.84,264.1,267.54,237.29,265.89,299.67,271.73,279.2,213.78,159.86,,
1011,17650949,2,2,2,2,1,,,,,,,,,,85,65,117,65,47,24,39,27,66,68,60,,,19.43,60.77,70.18,80.07,79.37,35.57,73.86,47.18,37.76,77.74,158.49,102.75,282.19,237.21,142.9,208.94,173.73,121.6,137.13,90.58,,
1012,17611223,4,4,4,5,1,1,1,1,1,1,1,,,,460,568,577,518,216,126,135,132,483,293,204.59,,385.98,329.55,279.89,352.28,380.6,419.62,361.45,287.19,172.27,199.31,211.84,285.37,319.1,357.99,372.2,376.06,411.81,411.28,353.5,301.13,328.66,,
1013,17654458,3,4,3,5,1,1,,1,,,1,,,,358,490,385,404,386,266,322,327,405,12,104.43,,51.49,959.58,510.91,505.4,483.45,532.87,472.27,470.52,467.01,425.53,391.02,467.39,470.37,492.96,449.47,484.42,494.53,523.54,528.82,474.39,433.2,,
1014,17611543,5,4,5,4,1,1,1,1,1,1,1,,,,462,515,474,484,363,322,326,348,353,468,453,337,,,134.13,471.95,476.29,448.42,395.53,354.89,322.89,301.35,314.71,387.08,532.66,468.46,520.75,447,479.76,447.14,434.18,331.81,307.03,,
1015,17623195,4,5,4,5,2,1,,1,,1,1,,,,220,220,234,248,152,77,87,72,23,37.76,77.74,,219.78,237.26,264.92,211.74,252.96,216.78,182.58,160.84,135.6,110.32,124.12,179.06,196.15,252.99,247.22,213.48,265.93,248.42,230.58,180.63,124.83,,
1016,17651152,4,5,4,5,2,,,2,,1,1,,,,552,546,544,513,278,239,286,244,472,590,615,642,,,358.55,274.05,553.39,556.79,457.31,282.97,200.78,204.59,216.84,257.79,674.07,552.26,531.99,469.59,338.44,477.14,443.85,323.75,349.68,,
1018,17614726,2,2,2,3,1,,,,,,2,,,,215,225,221,186,166,71,113,98,178,283,295,232,,,39.18,369.99,285.26,266.44,244.71,206.72,116.53,104.43,136.56,196.69,333.74,293.42,300.24,268.85,267.59,265.8,234.09,185.92,79.82,,
1019,17649201,4,4,4,5,1,1,1,1,1,1,,1,,,657,688,650,559,393,333,323,367,437,222,157.76,,372.07,704.13,747.47,764.95,802.89,816.36,743.77,440.72,400.07,425.98,394.88,595.34,962.13,892.31,1123.14,1177.46,886.16,1091.24,874.97,536.26,419.87,,
1021,17664065,4,4,4,5,1,1,1,1,1,1,1,,,,474,451,586,504,368,283,317,266,420,495,531,498,,,87.68,590.94,593.64,515.14,370.84,358.55,274.05,275.54,279.86,480.28,788.62,675.84,741.35,679.96,686.5,709.86,512.2,454.49,325.62,,
1022,17628707,3,2,3,3,1,,,1,1,,,,,,312,186,313,344,345,246,200,117,140,153,82,0,,,158.67,239.89,462.71,223.03,214.9,222.68,160.48,127.22,146.86,224.34,232.8,258.13,247.8,267.07,303.61,340.06,286.9,223.25,144.12,,
1024,17641028,2,2,2,2,,,,,,1,,,,,170,177,225,185,139,37,68,85,133,91,37.76,,110.09,9.54,114.17,320.32,188.39,205.87,190.73,133.43,53.04,81.56,77.39,153.03,157.76,215.51,348.82,234.42,283.43,326.63,252.29,137.06,42.71,,
1025,17652273,5,4,5,7,2,1,1,1,1,1,1,1,,,603,562,634,490,496,527,654,622,470,404,331,,,126.72,394.85,420.78,397.68,471.42,415.97,375.8,374.94,368.42,355.79,409.27,435.21,421.46,414.63,410.53,412.38,403.46,442.12,351.13,375.31,,
1026,17654693,2,2,2,2,1,,,,,1,,,,,129,150,224,232,197,138,111,101,166,212,46,,,135.49,190.53,180.5,133.02,114.29,105.12,76.72,53.17,48.44,53.98,104.32,114.07,116.57,121.83,135.94,169.12,174.15,164.21,118.48,87.13,,
1028,17630249,4,3,4,4,2,1,1,,1,1,,,,,373,483,479,475,318,246,252,235,363,414,488,78,,,331.52,467.58,444.9,397.06,352.99,321,230.65,221.19,229.18,323.9,391.47,478.99,496.68,461.16,441.72,506.95,298.17,177.88,149.88,,
1029,17659660,5,4,5,7,2,1,1,1,1,1,1,1,,,581,573,661,566,464,269,265,267,496,600,574,407,,,189.4,606.25,483.49,397.72,432.27,432.28,251.67,226.63,210.45,280.05,398.08,322.8,366.96,383.77,335.57,345.26,340.07,268.42,222.14,,
1030,17668710,1,1,1,1,,,,,,,,,,,85,78,110,101,76,72,96,74,132,149,147,125,,,114.3,146.17,152.91,148.66,127.68,149.84,125.55,111.83,85.96,113.54,98.84,127.02,158.97,156.49,155.37,157.64,180.82,176.59,149.04,,
1031,17613588,3,2,3,3,1,,,,,1,,,,,175,182,155,166,123,137,107,59,205,231,186,10,,,293.39,193.15,298.2,335.18,285.84,201.15,131.74,99.64,151.94,272.26,270.53,344.29,312.33,364.41,254.29,289.41,337.23,245.64,66.78,,
1032,17613234,5,4,6,7,2,1,1,1,1,1,1,1,,,549,516,565,477,239,210,221,192,221,95.37,129.17,,351.44,360.03,531.77,347.93,421.78,383.87,279.14,357.7,357.33,244.67,246.79,388.91,407.35,356.33,371.14,372.79,315.12,317.57,322.84,265.46,192.87,,
1033,17614675,3,2,3,3,,,,,,1,1,,,,258,249,276,95,243,188,169,164,299,395,404,47,,,449.97,536.88,524.99,513.23,432.51,271.83,239.55,200.15,218.63,294,505.74,402.36,598.54,616.16,487.88,498.27,362.75,280.93,170.9,,
1034,17666875,5,3,5,6,2,1,1,1,1,1,1,1,,,431,449,658,607,296,196,99,217,416,591,534,,,,636.74,642.67,662.96,612.92,610.41,381.02,238.54,221.75,264.47,416.66,748.61,579.76,652.49,594.82,574.67,636.24,508.46,426,352.47,,
1035,17611685,4,3,4,4,1,1,,,,1,,,,,355,346,352,320,271,191,182,175,246,303,349,119,,,736.15,701.61,472.76,453.91,401.36,290.49,234.08,161.81,156.58,224.22,282.16,306.38,296.33,298.15,286.61,297.05,265.86,231.73,174.8,,
1036,17653055,2,3,3,3,1,,,,,1,,,,,249,218,220,221,176,112,110,95,168,99.64,151.94,133,,,265.62,233.57,206.56,225.11,206.35,134.89,106.16,93.55,90.24,152.22,212.36,252.27,241.11,156.74,194.15,216.64,184.53,133.39,90.77,,
1037,17633332,3,3,4,4,2,,,,,1,,,,,384,304,269,286,204,127,142,234,303,406,310,31,,,575.09,589.21,498.71,396.67,326.2,169.39,197.17,246.93,160.91,246.46,327.78,264.47,426.45,423.39,92.52,298.57,233.05,158.06,132.19,,
1038,17626414,4,3,4,5,1,,,,,1,2,,,,422,388,373,399,336,191,212,198,333,389,400,335,,,101,76,72.88,96,105.12,181.64,130.88,114.3,129.98,195.1,260.37,230.81,229.21,251.24,232.25,215.84,208.71,155.18,124.93,,
1039,17638865,1,,,1,,,,,,,,,,,30,10,11,37,23,9,10,21,153,201,165,127,,,97.61,190.68,197.43,221.34,191.81,159.31,94.62,43.21,67.45,176.47,171.38,206.36,174.28,148.51,112.95,128.85,129.51,152.03,118.86,,
1040,17662938,1,1,1,1,1,,,,,1,,,,,188,88,175,192,130,74,72,80,125,228,206,163,,,104.95,167.77,214.4,205.38,152.67,116.86,76.31,83.91,95.37,129.17,197.29,208.06,232.78,195.76,196.08,213.38,210.39,147.58,107.78,,
1041,17625488,3,2,3,3,1,,,1,1,1,,,,,231,328,384,392,338,270,254,246,344,366,348,113,,,251.23,304.8,355.7,326.92,367,313.33,246.11,214.91,226.92,341.99,322.47,308.19,352.39,251.37,318.64,343.49,326.42,293.04,230.45,,
1042,17655193,1,1,1,1,,,,,,1,,,,,113.54,98.84,107,158,112,88,121,76,145,176,179,,,,230.2,148.32,182.58,169.58,179.01,172.42,135.39,99.93,119.25,194.92,177.52,237.65,197.59,243.5,276.52,101.59,94.82,91.95,73.89,,
1043,17627081,2,1,2,2,1,,,,,1,1,,,,276,293,75,152,89,63,63,61,90,8,12,,138.73,115.82,123.94,93.53,109.49,125.66,118.56,76.59,64.4,65.63,43.68,119.69,114.7,91.7,358.43,402.28,382.39,324.83,290.41,267.87,211.3,,
1044,17653290,2,1,2,2,,,,,,1,,,,,129,126,142,135,110,59,67,62,136,162,129,99,,,96.79,248.6,214.18,121.4,116.66,108.3,60.6,53.41,50.18,90.97,233.72,201.65,266.07,223.31,236.41,228.75,201.74,135.53,89.91,,
1045,17665862,4,3,4,5,1,1,,1,1,1,,,,,440,489,542,460,400,371,343,383,383,82,84.999,,,403.18,762.31,447.26,397.96,389.32,397.64,397.15,387.96,326.86,312.58,386.81,575.18,492.79,629.3,493.27,445.67,536.54,452.21,378.74,433.7,,
1046,17634171,4,4,4,5,1,1,1,1,1,1,1,,,,471,387,518,619,270,336,366,340,367,537,514,,,,601.16,532.61,520.15,422.06,609,747.55,312.05,301.58,326.24,406.95,364.93,708.95,727.94,628.29,829.48,760.98,572.29,349.5,240.56,,
1047,17643857,5,6,6,7,2,1,2,2,1,1,2,1,,,1076,942,1101,1049,401,301,372,310,379,974,845,895,,,623.51,510.61,810.27,1100.74,738.39,306.54,312.62,344.85,297.42,452.74,864.31,943.17,1025.05,678.23,595.75,1004.28,628.8,317.97,358.59,,
1048,17652907,3,3,3,4,1,,,1,,1,,,,,221,215,309,311,316,421,563,478,1100,1401,1014,,,,1313.62,1472.41,1553.51,1404.06,1191.43,762.67,568.68,550.87,528.97,883.58,1196.85,1214.82,1230.29,1308.11,1297.22,1284.52,1073.63,774.29,613.21,,
1049,17615870,4,4,4,5,2,1,,1,1,1,1,1,,,599,672,556,559,226,195,180,178,271,373,122,,,,829.44,613.28,560.89,501.45,457.29,225.9,239.95,253.64,213.88,319.86,608.02,438.54,289.71,555.22,503.13,571,454.6,310.64,293.49,,
1050,17631444,6,4,6,7,2,1,2,2,1,2,2,1,,,1111,1009,970,885,487,382,466,486,728,760,1164,508,,,133.05,766.69,959.32,936.16,596.88,351.14,316.55,494.04,295.03,474.98,809.71,736.15,931.65,875.18,435.33,673.33,562.74,425.31,245.91,,
1051,17666358,3,2,3,4,1,,,,,1,2,,,,214,210,217,235,206,164,181,201,253,655,380,,,,1043.91,682.14,623.51,510.61,466.42,364.04,320.34,136.38,276.49,459.68,557.33,559.91,665.19,627.85,597.59,612.64,517.11,465.87,314.91,,
1052,17647525,4,4,4,5,1,1,,1,,1,,,,,385,358,373,376,325,265,249,231,309,366,230,,,337.66,325.59,363.16,329.72,327.53,345.81,313.89,261.97,269.39,229.32,303.69,396.39,326.88,44.63,57.6,58.65,45.62,63.21,53.02,52.22,,
1053,17645124,5,4,5,6,2,1,2,2,1,2,,,,,533,481,519,502,335,221,218,220,402,565,662,182,,,188.2,891.24,753.06,561.25,491.84,344.2,269.29,204.16,262.27,382.41,560.61,557.87,484.67,770.78,432.27,633.08,69.32,114.33,175.53,,
1054,17650474,4,4,4,5,1,1,,1,1,1,,,,,491,362,516,460,410,329,295,366,343,402,443,94,,,240.67,350.48,281.54,305.51,342.76,324.59,304.58,420.5,344.49,274.34,421.18,354.41,455.29,344.89,284.05,317.83,236.9,222.58,286.06,,
1055,17625577,1,1,1,2,,,,,,,,,,,95,105,109,108,69,28,22,19,16,23,9,,88.19,62.37,114.16,113.63,162.42,130.98,103.46,55.13,21.51,18.64,16.77,40.82,106.24,111.66,137.06,133.38,137.38,142.28,146.64,85.88,29.59,,
1057,17631389,3,3,4,5,1,,,,1,1,,,,,260,219,277,246,218,101,79,86,222,253,236,208,,,79.56,212.95,244.61,249.27,210.3,210.62,155.56,101.54,133.43,249.39,237.54,253.88,243.47,280.38,261.39,285.58,281.12,245.39,116.26,,
1058,17639219,2,2,2,3,1,,,,,1,,,,,120,135,134,224,86,41,99,90,189,165,180,129,,,228.75,201.74,30.19,177.31,157.3,127.41,119.33,116.51,105.61,149.92,233.31,181.07,169.04,166.23,161.68,127.91,89.52,62.11,110.05,,
1059,17652589,4,4,4,4,1,,,,1,1,,,,,366,384,362,326,143,10,60,65,19,13,22,,,423.21,305.26,387.86,342.36,337.62,330.63,260.14,214.84,186.73,184.77,267.68,321.46,303.04,327.98,385.46,360.74,329.76,245.85,68.38,345.27,,
1060,17625717,1,1,1,2,,,,,,,,,,,61,84,135,146,108,87,52,45,116,160,128,,,,134,139.33,139.14,134.81,118.69,103.03,79.65,36.9,78.25,101.94,90.63,156.85,157.76,161.84,181.28,220.56,161.73,127.76,86.66,,
1061,17626039,3,3,3,4,1,,1,,,1,,,,,124,319,880,800,523,329,450,474,779,835,364,,,153.98,631.56,465.83,606.1,624.6,599.01,476.08,381.38,403.58,500.43,575.67,509.63,726.72,706.28,576.66,608.99,657.26,473.63,342.62,274.08,,
1062,17628567,6,5,5,6,2,1,1,2,1,1,1,1,,,622,772,963,926,823,526,525,554,788,809,496,,,,937.64,782.63,918.29,915.64,839.39,719.04,597.2,552.87,658.51,810.15,815.31,854.86,857.89,852.74,915.28,901,841.17,737.72,601.08,,
1063,17611187,3,2,3,3,1,,,,,,2,,,,32,191,295,224,124,60,65,89,165,280,455,616,,,224,210,254.58,329.26,264.93,242.8,175.57,104.79,139.88,287.37,327.32,381.02,390.3,275.07,352.31,354.87,337.95,224.59,162.57,,
1065,17626541,3,3,3,3,1,1,,,1,1,,,,,301,282,283,266,269,214,238,226,245,295,282,,,,260.52,235.44,251.44,205.21,186,182.2,184.89,134.27,150.94,202.84,258.01,217.34,146.39,88.59,97.04,89.8,96.83,107.46,98.22,,
1066,17651631,,,,,,,,,,1,1,,,,316,250,315,277,204,135,136,123,227,265,130,,,198.32,276.17,308.41,286.56,284.6,226.4,200.53,137.58,132.99,139.29,244.7,378.54,321.44,434.64,367.41,310.35,317.12,289.92,222.63,120.88,,
