Serial,Customer No,Rooms,Members,Fans,Lights,Freezes,Microwave Oven,Geyser,AC,Washing Machine,TV,PC,Induction Stove,Profession,Salary,post_21_july_unit,post_21_august_unit,post_21_sep_unit,post_21_oct_unit,post_21_nov_unit,post_21_dec_unit,post_22_jan_unit,post_22_feb_unit,post_22_mar_unit,post_22_april_unit,post_22_may_unit,post_22_june_unit,pre_22_apr_unit,pre_22_may_unit,pre_22_june_unit,pre_22_july_unit,pre_22_aug_unit,pre_22_sep_unit,pre_22_oct_unit,pre_22_nov_unit,pre_22_dec_unit,pre_23_jan_unit,pre_23_feb_unit,pre_23_mar_unit,pre_23_apr_unit,pre_23_may_unit,pre_23_june_unit,pre_23_jul_unit,pre_23_aug_unit,pre_23_sep_unit,pre_23_oct_unit,pre_23_nov_unit,pre_23_dec_unit
787.0,17796356.0,6.0,5.0,6.0,7.0,3.0,0.0,3.0,2.0,1.0,2,1,,,,573.0,614.0,620.0,669.0,478.0,305.0,452.0,428.0,405.0,443.0,404.0,68.0,,,348.16,571.46,764.96,428.44,402.32,359.25,332.81,394.33,333.28,387.02,615.38,446.25,540.15,552.85,463.18,411.13,366.22,278.26,278.31
788.0,17810497.0,3.0,3.0,,5.0,1.0,,,,,1,,,,,148.0,0.0,301.0,335.0,280.0,133.0,113.0,124.0,306.0,357.0,397.0,378.0,,,,,90.68,352.1,312.65,241.87,157.15,125.35,173.76,270.98,342.55,305.78,319.83,309.85,305.93,324.58,314.56,219.36,91.35
789.0,17809116.0,4.0,5.0,4.0,6.0,1.0,0.0,1.0,1.0,,2,1,,,,273.0,300.0,311.0,270.0,269.0,165.0,145.0,146.0,218.0,253.0,209.0,,,149.42,325.41,349.89,343.24,321.3,266.82,258.53,197.24,167.29,185.89,278.87,282.22,291.15,256.77,284.88,260.55,255.0,258.23,202.05,153.96
790.0,17808071.0,4.0,5.0,4.0,5.0,2.0,1.0,0.0,1.0,1.0,2,1,,,,351.0,381.0,401.0,440.0,346.0,276.0,261.0,204.0,306.0,294.0,12.0,,,498.83,370.38,186.59,215.9,288.2,328.48,228.54,130.36,77.09,136.81,233.28,322.77,344.27,301.61,387.78,425.67,399.89,279.62,228.83,75.63
791.0,17842181.0,,,,2.0,,,,,,,,,,,,,,,,503.0,156.0,98.0,177.0,266.0,321.0,206.0,,,155.93,343.03,165.41,185.98,262.29,110.0,71.99,69.14,117.07,153.61,272.09,286.45,365.72,382.61,375.33,398.14,290.26,173.77,142.82
792.0,17832483.0,2.0,3.0,3.0,4.0,1.0,,,,,1,1,,,,197.0,188.0,213.0,207.0,143.0,83.0,171.0,138.0,210.0,187.0,97.0,,,,343.15,242.44,259.03,309.56,286.24,262.97,260.67,251.55,183.0,195.7,188.1,228.25,221.47,270.43,280.32,300.42,298.47,264.05,294.71
793.0,17825654.0,3.0,4.0,3.0,3.0,2.0,0.0,2.0,0.0,,`,1,,,,229.0,245.0,285.0,211.0,209.0,170.0,187.0,153.0,197.0,101.0,174.0,,,,359.24,286.32,459.28,333.3,273.19,216.84,208.24,215.55,204.9,243.05,446.27,420.68,456.41,534.04,349.24,566.63,437.82,262.71,202.56
794.0,17816551.0,,,,2.0,3.0,1.0,1.0,2.0,1.0,,2,,,,932.0,935.0,939.0,1081.0,613.0,439.0,432.0,410.0,766.0,1236.0,1208.0,,,157.85,289.69,995.34,1234.72,1061.57,1120.61,753.05,496.62,428.03,403.53,902.77,1561.52,1333.11,1427.66,1448.13,1395.45,1466.78,1056.19,711.78,496.07
795.0,17801017.0,2.0,2.0,3.0,3.0,1.0,,,,,1,1,,,,169.0,181.0,187.0,187.0,139.0,118.0,96.0,24.0,87.0,75.0,,,69.27,110.26,137.08,122.89,152.65,148.22,137.58,92.1,68.62,45.37,50.2,104.4,88.62,137.14,124.39,116.12,153.37,136.27,124.87,115.21,70.04
796.0,17815318.0,3.0,4.0,3.0,4.0,2.0,0.0,1.0,,,2,1,,,,228.0,237.0,212.0,252.0,213.0,161.0,143.0,135.0,218.0,275.0,298.0,9.0,,,291.62,327.34,292.92,267.05,272.88,161.3,146.15,102.38,111.31,189.69,343.46,321.2,431.14,544.86,430.07,471.65,327.87,178.76,115.41
797.0,17845171.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,2.65,8.36,295.82,323.29,339.66,282.92,136.39,217.5,282.59,235.5,327.29,280.43,311.61,372.5,317.2,322.9,265.18,95.03
798.0,17834231.0,4.0,6.0,4.0,4.0,3.0,0.0,3.0,2.0,1.0,2,2,,,,467.0,447.0,507.0,336.0,126.0,90.0,85.0,77.0,275.0,497.0,769.0,213.0,,,358.99,594.17,589.72,452.73,372.5,264.7,238.19,191.92,225.64,322.44,611.14,615.71,604.1,652.51,556.78,584.12,482.71,379.5,269.19
799.0,17804399.0,2.0,2.0,2.0,4.0,1.0,,,,,1,,,,,126.0,104.0,151.0,146.0,116.0,47.0,61.0,65.0,102.0,84.0,,,,260.03,208.77,141.27,190.44,177.49,146.47,120.15,74.2,88.47,145.8,190.29,157.79,181.78,181.2,132.46,153.68,162.08,166.74,129.72,53.79
800.0,17793760.0,2.0,2.0,2.0,3.0,1.0,,,,,1,1,,,,144.0,156.0,165.0,163.0,129.0,101.0,100.0,107.0,120.0,98.0,,,23.45,144.06,142.13,140.72,152.72,151.26,146.6,126.24,111.82,93.3,102.96,136.87,146.19,151.55,143.38,74.96,107.95,108.65,99.46,92.89,72.31
801.0,17788751.0,3.0,4.0,3.0,4.0,2.0,0.0,1.0,0.0,,1,1,,,,288.0,313.0,294.0,1.0,138.0,107.0,143.0,140.0,216.0,220.0,109.0,,,,371.64,313.2,371.44,316.25,305.43,193.79,160.56,122.85,117.45,236.87,356.39,337.54,340.74,364.84,351.21,357.96,279.34,246.06,198.44
802.0,17822255.0,1.0,2.0,2.0,2.0,,,,,,`,,,,,124.0,109.0,50.0,52.0,162.0,32.0,54.0,56.0,151.0,187.0,193.0,30.0,,,145.4,196.0,176.3,163.93,162.04,121.08,98.97,97.42,105.3,140.76,181.53,179.97,197.24,184.89,161.55,167.2,161.62,121.26,100.2
803.0,17819448.0,4.0,5.0,4.0,5.0,2.0,1.0,0.0,2.0,1.0,2,2,,,,450.0,432.0,417.0,325.0,238.0,190.0,229.0,213.0,267.0,470.0,520.0,267.0,,,157.33,494.79,271.45,358.52,368.67,316.81,229.05,241.85,194.76,251.77,382.2,361.9,405.86,399.84,367.78,372.36,356.49,248.77,217.02
804.0,17808137.0,,,,1.0,3.0,0.0,1.0,2.0,1.0,2,1,,,,340.0,339.0,375.0,343.0,308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,66.97,358.66,371.95,361.02,352.93,337.96,338.28,303.73,311.87,323.97,353.95,406.48,345.47,371.14,364.19,355.91,346.84,317.14,307.76,296.61
805.0,17847424.0,,,,1.0,,,,,,,,,,,,,,,,,,,,0.0,235.0,40.0,,,195.17,182.27,180.84,174.9,167.55,145.84,135.51,103.99,126.88,181.81,202.96,196.17,184.23,191.31,184.52,201.59,180.95,158.95,125.31
806.0,17790569.0,4.0,5.0,4.0,4.0,2.0,1.0,2.0,0.0,1.0,2,2,,,,288.0,350.0,321.0,278.0,184.0,144.0,269.0,231.0,186.0,359.0,218.0,,,,216.83,746.94,412.44,362.44,340.48,196.61,222.68,222.01,147.49,218.21,494.14,294.65,327.39,331.33,297.51,537.18,300.63,333.67,304.07
807.0,17720587.0,2.0,3.0,3.0,5.0,1.0,,,,,,,0.0,,,216.0,229.0,236.0,225.0,163.0,116.0,114.0,89.0,149.0,182.0,182.0,,,83.57,261.03,273.44,263.7,238.56,220.42,198.05,176.15,154.56,156.62,201.68,228.71,226.34,242.43,264.35,246.87,260.59,237.76,202.78,149.0
808.0,17690051.0,2.0,3.0,3.0,5.0,1.0,,,,,,,0.0,,,196.0,231.0,224.0,196.0,204.0,185.0,188.0,173.0,237.0,259.0,257.0,12.0,,,157.99,175.62,245.86,285.27,300.22,252.77,391.73,200.76,213.17,264.09,204.01,174.78,181.71,207.55,216.08,205.92,217.06,173.24,236.16
809.0,17696792.0,,,,,1.0,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506.0,,,69.12,207.49,217.46,214.23,221.99,155.05,106.15,71.09,60.42,75.14,146.11,174.32,200.65,284.76,219.25,246.93,254.67,131.52,127.87,75.73
810.0,17681071.0,3.0,4.0,4.0,7.0,1.0,,,1.0,,1,1,0.0,,,420.0,413.0,435.0,404.0,383.0,417.0,440.0,238.0,,,,,374.53,355.78,81.35,226.84,450.0,858.25,913.72,771.09,849.07,977.34,721.45,929.97,1305.07,1098.92,1221.16,1330.16,1093.16,1218.92,1095.99,972.99,827.89
811.0,17690134.0,1.0,1.0,2.0,3.0,1.0,,,,,,,0.0,,,57.0,18.0,7.0,188.0,239.0,134.0,118.0,104.0,204.0,256.0,286.0,132.0,,,116.65,268.32,254.97,248.55,222.88,163.01,114.35,88.94,104.61,173.58,254.99,232.97,257.31,274.58,264.25,259.38,262.3,221.81,132.95
812.0,17697216.0,3.0,4.0,4.0,5.0,1.0,,,,,1,,0.0,,,252.0,269.0,226.0,242.0,173.0,134.0,120.0,124.0,204.0,225.0,337.0,9.0,,,295.83,466.12,464.99,313.94,231.22,193.8,151.36,117.35,127.4,208.93,370.01,341.92,485.85,532.86,412.73,482.13,293.1,95.38,84.55
813.0,17722367.0,2.0,3.0,3.0,4.0,1.0,,,,,,,0.0,,,185.0,161.0,189.0,247.0,222.0,121.0,109.0,95.0,236.0,289.0,263.0,286.0,,,28.25,255.9,233.45,234.08,172.29,170.6,104.73,97.04,91.1,161.59,144.59,215.74,208.62,205.92,276.85,288.82,295.76,226.25,142.57
814.0,17727457.0,4.0,3.0,4.0,7.0,1.0,,,2.0,1.0,1,2,1.0,,,740.0,689.0,640.0,658.0,355.0,163.0,129.0,131.0,260.0,342.0,451.0,201.0,,,168.41,449.92,437.25,284.31,351.48,190.93,137.26,123.61,95.59,239.05,472.16,373.15,606.6,431.42,321.91,241.53,209.25,139.43,125.76
815.0,17721000.0,3.0,5.0,4.0,6.0,1.0,,,,,1,,0.0,,,408.0,378.0,373.0,387.0,389.0,254.0,165.0,116.0,207.0,351.0,382.0,140.0,,,,750.07,554.39,432.41,459.95,356.06,319.29,291.92,244.9,322.93,520.91,481.5,554.95,509.78,443.39,434.09,370.29,312.23,289.16
816.0,17712111.0,2.0,4.0,3.0,4.0,1.0,,,,,1,,0.0,,,112.0,118.0,82.0,196.0,120.0,78.0,116.0,94.0,209.0,185.0,84.0,,,,228.92,216.72,190.96,214.23,166.21,110.91,115.43,106.51,104.14,144.74,191.24,172.61,179.36,209.27,184.99,203.2,158.76,116.3,91.67
817.0,17689215.0,2.0,4.0,3.0,5.0,1.0,,,,,1,,0.0,,,193.0,201.0,173.0,186.0,164.0,88.0,85.0,79.0,158.0,170.0,172.0,0.0,,51.76,167.84,197.55,189.06,194.67,181.48,151.44,116.05,83.78,112.4,47.24,65.85,77.44,82.48,88.48,100.73,107.13,111.2,134.96,152.94
818.0,17721975.0,2.0,2.0,3.0,6.0,1.0,,,,,,,0.0,,,34.0,90.0,265.0,252.0,105.0,88.0,87.0,65.0,153.0,54.0,,,121.51,148.82,147.37,149.27,135.58,149.94,147.0,146.95,97.18,106.61,91.98,160.1,214.52,194.53,212.44,255.68,185.21,234.5,192.64,168.67,107.44
819.0,17679970.0,2.0,3.0,2.0,6.0,1.0,,,,,1,,0.0,,,204.0,248.0,342.0,286.0,174.0,87.0,86.0,59.0,1.0,0.0,0.0,,,0.14,0.8,1.01,0.34,0.38,0.13,0.05,223.3,235.23,263.7,303.62,330.52,362.74,339.06,449.38,445.21,424.84,415.02,365.87,187.53
820.0,17695366.0,2.0,2.0,2.0,7.0,1.0,,,,,,,0.0,,,112.0,103.0,80.0,100.0,80.0,54.0,58.0,66.0,79.0,103.0,95.0,103.0,,,,,289.49,258.84,209.95,183.99,162.78,168.24,164.04,190.62,272.41,257.8,298.5,274.53,267.34,280.7,222.17,195.21,180.42
821.0,17699227.0,2.0,2.0,3.0,6.0,1.0,,,,,,,0.0,,,166.0,176.0,258.0,282.0,162.0,68.0,61.0,50.0,166.0,169.0,101.0,,,22.74,69.71,88.57,97.32,82.47,63.89,50.73,65.59,67.36,66.97,75.01,67.53,69.52,70.39,79.21,75.47,69.83,82.93,61.24,70.7
822.0,17703144.0,1.0,3.0,2.0,3.0,1.0,,,,,,,0.0,,,112.0,132.0,168.0,113.0,68.0,39.0,40.0,30.0,119.0,58.0,,,,75.44,140.08,137.19,130.7,316.29,85.95,82.81,45.76,25.0,68.45,156.8,148.18,203.28,192.76,217.72,200.77,248.07,202.49,154.82,56.96
823.0,17724749.0,1.0,1.0,2.0,4.0,1.0,,,,,,,0.0,,,8.0,9.0,118.0,121.0,82.0,49.0,112.0,90.0,248.0,584.0,597.0,133.0,,,,804.17,531.38,459.36,386.98,205.09,128.15,105.23,97.43,134.88,310.14,437.95,655.83,489.01,125.1,180.99,245.33,174.48,84.02
824.0,17703553.0,1.0,2.0,2.0,3.0,1.0,,,,,,,0.0,,,85.0,85.0,73.0,63.0,36.0,31.0,25.0,4.0,10.0,17.0,19.0,18.0,,,,42.85,32.58,130.78,127.46,120.08,100.32,52.97,85.07,119.46,111.59,132.18,127.61,104.98,113.33,115.98,114.21,84.06,43.16
825.0,17679811.0,3.0,2.0,4.0,6.0,1.0,,,1.0,,1,1,0.0,,,368.0,379.0,399.0,325.0,187.0,124.0,128.0,132.0,249.0,320.0,150.0,,,203.29,307.75,368.99,470.41,459.68,424.44,198.84,168.17,157.58,161.72,276.71,520.3,511.06,637.36,520.62,478.55,546.5,430.42,285.52,232.72
826.0,17726105.0,3.0,4.0,3.0,7.0,1.0,,,,,1,1,0.0,,,496.0,596.0,204.0,403.0,261.0,394.0,311.0,35.0,0.0,,,,701.62,491.71,592.7,604.24,674.81,608.04,548.56,458.06,347.58,237.19,332.18,506.86,556.41,658.34,666.84,666.42,704.31,696.5,641.62,439.34,247.0
827.0,17509812.0,3.0,5.0,4.0,6.0,1.0,,,,,1,1,0.0,,,457.0,402.0,296.0,205.0,209.0,160.0,126.0,120.0,229.0,280.0,291.0,265.0,,,,299.43,264.85,269.38,231.39,247.67,252.59,293.76,232.96,277.16,325.17,318.48,338.73,315.82,340.29,304.7,327.91,223.6,266.14
828.0,17687011.0,3.0,7.0,3.0,11.0,1.0,1.0,1.0,2.0,1.0,3,2,1.0,,,1061.0,1093.0,1072.0,995.0,677.0,406.0,387.0,354.0,889.0,1014.0,1197.0,102.0,,,283.77,607.09,712.05,710.64,610.64,340.4,247.47,233.56,246.11,436.05,827.89,712.02,789.68,571.88,936.12,841.58,640.75,272.59,156.82
829.0,17700633.0,3.0,6.0,4.0,6.0,1.0,,,,,2,,0.0,,,441.0,453.0,548.0,536.0,234.0,119.0,101.0,111.0,169.0,258.0,242.0,130.0,,,98.26,242.84,226.76,213.68,180.74,167.98,122.69,67.56,92.94,179.79,205.19,210.56,290.94,300.19,322.93,343.42,282.1,203.16,116.81
830.0,17699068.0,2.0,4.0,2.0,5.0,1.0,,,,,1,,0.0,,,198.0,66.0,81.0,247.0,61.0,86.0,90.0,73.0,119.0,135.0,92.0,,,45.0,116.13,119.76,110.96,122.48,122.24,108.26,97.32,73.64,82.31,123.13,129.96,144.76,155.59,158.83,146.69,157.12,150.77,115.67,89.19
831.0,17714987.0,3.0,1.0,3.0,6.0,1.0,,,,,,,0.0,,,7.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,80.06,248.64,173.4,147.37,119.66,150.23,113.67,73.66,69.88,58.21,104.13,132.41,159.28,174.61,143.63,146.12,165.32,143.11,89.43,57.83
832.0,17718689.0,3.0,4.0,4.0,5.0,1.0,,,,,,,0.0,,,328.0,297.0,337.0,316.0,271.0,206.0,199.0,92.0,0.0,0.0,0.0,5.0,,,,414.69,244.91,163.96,180.24,170.14,164.91,132.75,127.94,166.58,195.83,43.35,,,,,,,
833.0,17727599.0,3.0,4.0,4.0,6.0,1.0,,,1.0,,2,1,0.0,,,480.0,100.0,49.0,22.0,80.0,42.0,24.0,27.0,13.0,164.0,438.0,334.0,,,,,,,,,,,,,16.35,490.62,506.96,490.61,985.41,530.15,438.17,226.45,232.51
834.0,17692446.0,3.0,5.0,4.0,7.0,1.0,,,,,1,,0.0,,,388.0,432.0,710.0,670.0,660.0,312.0,272.0,240.0,431.0,520.0,534.0,429.0,,,,,,,,,,,,57.86,243.75,263.98,336.09,2776.15,1126.57,214.93,142.47,140.66,141.44
835.0,17701203.0,4.0,6.0,4.0,6.0,1.0,,1.0,3.0,1.0,3,2,0.0,,,925.0,925.0,1095.0,882.0,728.0,433.0,453.0,539.0,795.0,768.0,320.0,,,530.51,834.77,770.79,809.79,726.68,635.9,442.03,287.17,239.59,227.59,384.72,387.28,422.87,460.19,424.24,470.25,562.87,480.55,371.82,252.57
836.0,17715735.0,4.0,8.0,5.0,5.0,1.0,1.0,1.0,3.0,1.0,2,3,1.0,,,1214.0,804.0,1037.0,894.0,643.0,439.0,481.0,266.0,297.0,415.0,289.0,,,443.95,892.12,1297.28,963.94,983.8,852.97,558.65,499.97,532.07,461.06,667.16,1200.56,1145.59,1209.51,1149.64,1067.31,1342.48,1028.78,610.94,557.87
837.0,17697076.0,4.0,6.0,5.0,6.0,1.0,,,1.0,,3,1,0.0,,,485.0,501.0,527.0,416.0,271.0,265.0,219.0,211.0,293.0,569.0,402.0,,,,433.89,660.29,529.27,380.72,396.95,308.34,229.43,170.19,207.43,330.34,606.24,253.92,162.77,131.27,129.49,154.71,152.26,136.76,116.36
838.0,17693637.0,2.0,2.0,3.0,3.0,1.0,,,,,,,0.0,,,32.0,8.0,224.0,287.0,188.0,130.0,111.0,115.0,251.0,322.0,302.0,101.0,,,258.16,308.94,343.76,315.7,272.79,236.93,188.06,142.68,103.74,197.18,142.87,209.79,223.8,171.67,229.61,181.44,208.24,203.64,135.88
839.0,17682006.0,3.0,4.0,2.0,6.0,1.0,,,,,1,,0.0,,,322.0,353.0,426.0,357.0,277.0,136.0,125.0,119.0,161.0,,,,464.94,392.77,500.14,429.35,665.88,627.37,503.32,461.1,291.78,308.64,276.99,492.83,430.59,527.3,533.9,563.88,489.63,451.28,424.28,285.43,143.65
840.0,17715792.0,3.0,5.0,3.0,6.0,1.0,,,,,1,,0.0,,,350.0,361.0,376.0,463.0,267.0,218.0,32.0,216.0,334.0,671.0,433.0,,,312.43,641.03,495.37,126.91,124.42,100.07,63.69,76.84,166.93,151.76,276.21,376.48,370.59,396.69,366.55,350.89,368.15,354.67,259.49,111.31
841.0,17714489.0,4.0,7.0,4.0,8.0,1.0,,,2.0,1.0,2,1,0.0,,,736.0,913.0,794.0,571.0,358.0,206.0,208.0,184.0,497.0,517.0,593.0,505.0,,,321.21,827.36,1000.03,944.81,734.41,414.63,274.25,209.37,172.26,385.61,582.37,1094.64,1027.45,970.89,1007.06,1064.32,829.59,479.49,305.71
842.0,17698197.0,3.0,4.0,4.0,7.0,1.0,,,,,1,,0.0,,,187.0,154.0,157.0,215.0,155.0,107.0,95.0,83.0,152.0,92.0,,,,317.89,226.39,146.52,217.49,168.21,154.91,149.14,122.09,85.59,101.0,199.97,167.23,193.97,212.26,236.98,242.58,200.75,180.96,152.41,89.44
843.0,17713758.0,2.0,4.0,3.0,5.0,1.0,,,,,1,,0.0,,,289.0,300.0,264.0,295.0,194.0,196.0,237.0,219.0,212.0,279.0,241.0,,,113.6,266.68,289.5,275.98,252.61,256.48,209.8,205.19,241.38,233.71,253.66,429.15,409.83,399.56,391.87,302.66,353.27,306.96,219.0,211.08
844.0,17712069.0,2.0,3.0,3.0,5.0,1.0,1.0,,,,2,1,0.0,,,356.0,380.0,418.0,337.0,224.0,168.0,191.0,196.0,331.0,340.0,279.0,,,,490.62,395.86,353.57,361.16,322.97,271.15,226.75,252.93,242.71,381.39,398.54,417.64,397.24,470.05,413.42,437.34,404.29,347.69,295.67
845.0,17714883.0,3.0,4.0,3.0,5.0,1.0,,,,,1,,0.0,,,135.0,101.0,168.0,94.0,56.0,75.0,59.0,7.0,74.0,0.0,2.0,,,118.88,438.33,286.91,317.93,263.46,220.87,164.96,128.89,92.27,111.67,199.98,345.94,306.18,379.77,373.69,357.27,493.16,268.89,145.16,122.6
846.0,17697004.0,2.0,2.0,2.0,5.0,1.0,,,,,,,0.0,,,37.0,48.0,217.0,160.0,110.0,100.0,102.0,81.0,152.0,178.0,185.0,163.0,,,,,,,,,,61.96,120.23,181.6,222.99,173.2,169.67,173.39,185.22,216.92,248.73,190.89,104.91
847.0,17706859.0,2.0,4.0,3.0,4.0,1.0,,,,,1,1,0.0,,,213.0,302.0,229.0,335.0,276.0,189.0,248.0,248.0,299.0,253.0,257.0,30.0,,,335.83,266.54,209.44,181.68,255.72,223.64,172.48,208.27,165.36,152.2,193.79,222.86,216.46,236.36,225.79,148.32,149.81,196.2,168.33
848.0,17717869.0,3.0,4.0,2.0,5.0,1.0,,,,,1,1,0.0,,,397.0,392.0,103.0,127.0,191.0,158.0,151.0,286.0,111.0,169.0,193.0,,,208.35,527.59,637.81,680.17,542.27,560.05,87.96,139.47,43.76,178.52,304.9,369.28,385.55,403.69,428.16,351.48,324.97,312.2,267.49,187.76
849.0,17683767.0,3.0,5.0,3.0,7.0,1.0,,,,,1,1,0.0,,,296.0,422.0,532.0,482.0,267.0,192.0,135.0,143.0,,,,,457.32,402.08,345.18,263.36,373.53,352.87,224.74,120.05,82.74,86.24,83.42,111.14,117.1,116.53,107.72,115.79,142.36,157.33,215.76,140.77,105.52
850.0,17722460.0,2.0,4.0,3.0,4.0,1.0,,,,,,,0.0,,,154.0,198.0,282.0,221.0,183.0,126.0,76.0,88.0,195.0,278.0,224.0,164.0,,,,192.19,246.13,195.77,235.65,191.9,134.46,105.77,143.24,229.49,154.98,179.0,246.25,154.41,248.06,277.14,275.04,158.15,105.69
851.0,17683413.0,2.0,2.0,2.0,5.0,1.0,,,,,1,,0.0,,,160.0,151.0,155.0,204.0,153.0,74.0,70.0,67.0,175.0,124.0,,,126.33,183.02,217.99,134.93,132.88,114.92,106.9,77.26,62.46,47.5,53.72,94.46,114.16,104.52,147.96,141.07,130.75,154.65,146.87,23.66,17.22
852.0,17681968.0,2.0,2.0,3.0,4.0,1.0,,,,,,,0.0,,,32.0,56.0,56.0,48.0,56.0,48.0,48.0,52.0,61.0,57.0,59.0,10.0,,,48.4,560.96,727.55,702.65,638.71,587.12,460.11,438.09,449.78,600.76,680.19,713.97,738.65,609.21,764.33,709.49,639.06,609.17,507.42
853.0,17704731.0,3.0,3.0,4.0,5.0,1.0,1.0,,,,1,1,0.0,,,387.0,345.0,412.0,343.0,253.0,172.0,168.0,150.0,274.0,489.0,314.0,504.0,,,,,153.05,441.81,274.41,169.27,113.03,93.7,136.24,292.97,336.08,344.99,399.34,374.81,448.53,412.19,356.18,220.75,153.32
854.0,17690435.0,3.0,4.0,3.0,6.0,1.0,,,,,1,1,0.0,,,282.0,278.0,275.0,228.0,185.0,114.0,107.0,99.0,182.0,209.0,99.0,,,,268.12,175.23,176.47,184.41,161.0,147.09,93.89,66.06,65.79,64.06,75.6,81.92,58.01,66.13,67.69,99.18,97.74,74.65,69.49
855.0,17685922.0,3.0,4.0,4.0,5.0,1.0,,1.0,,,2,1,0.0,,,434.0,540.0,383.0,271.0,132.0,14.0,0.0,7.0,139.0,154.0,127.0,83.0,,,56.05,59.16,200.28,197.73,185.08,80.13,44.99,70.84,97.88,140.04,107.91,185.41,158.89,141.94,212.62,198.72,130.02,132.52,104.31
856.0,17718369.0,3.0,6.0,4.0,6.0,1.0,1.0,,,,2,1,0.0,,,413.0,389.0,467.0,409.0,253.0,141.0,193.0,62.0,,,,,451.17,432.32,431.66,490.46,444.96,406.77,267.04,260.3,231.4,165.64,175.03,270.86,434.24,410.69,514.52,361.23,366.31,461.65,400.36,247.18,201.25
857.0,17718890.0,3.0,4.0,3.0,6.0,1.0,,,,,1,1,0.0,,,282.0,298.0,384.0,342.0,265.0,194.0,206.0,238.0,290.0,299.0,320.0,150.0,,,140.49,270.62,261.9,235.56,251.78,271.8,299.81,284.29,320.84,491.38,870.76,897.32,836.14,910.27,838.46,916.17,789.62,643.41,440.73
858.0,17686761.0,3.0,4.0,3.0,6.0,1.0,,,,,1,,0.0,,,158.0,147.0,197.0,214.0,143.0,110.0,102.0,99.0,77.0,179.0,135.0,39.0,,,,649.49,383.53,274.82,215.29,173.22,129.43,122.59,134.48,202.37,495.1,279.36,364.1,403.47,293.79,303.54,248.36,149.08,102.64
859.0,17716451.0,,,,,1.0,,,,,,,0.0,,,2.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,,,0.58,0.69,0.58,6.99,186.84,156.04,84.56,70.88,63.48,73.08,155.99,130.68,161.36,144.09,152.7,174.9,172.76,167.32,117.81,69.85
860.0,17709143.0,2.0,2.0,3.0,5.0,1.0,,,,,,,0.0,,,140.0,154.0,210.0,183.0,162.0,120.0,119.0,136.0,171.0,208.0,80.0,57.0,,,,339.84,270.28,210.08,170.12,201.5,158.83,117.62,158.94,205.99,219.67,202.33,236.06,266.53,255.8,251.62,236.63,202.68,204.35
861.0,17705244.0,3.0,5.0,4.0,7.0,1.0,,,,,1,1,0.0,,,382.0,365.0,376.0,315.0,335.0,221.0,198.0,197.0,271.0,365.0,327.0,,,,507.66,420.19,386.46,346.64,349.24,285.12,260.76,210.31,196.91,284.51,353.67,387.38,429.87,411.0,390.58,416.78,398.34,300.0,270.5
862.0,17677207.0,3.0,6.0,4.0,9.0,1.0,,,,1.0,1,1,0.0,,,433.0,363.0,357.0,408.0,220.0,153.0,106.0,127.0,176.0,223.0,298.0,0.0,,,343.65,257.87,251.42,259.76,263.03,193.79,160.05,148.53,157.82,234.09,260.18,279.09,347.63,332.86,301.63,332.42,230.2,186.63,175.57
863.0,17697358.0,4.0,8.0,5.0,5.0,1.0,,1.0,1.0,,2,1,1.0,,,609.0,975.0,1518.0,1307.0,701.0,436.0,361.0,0.0,65.0,,,,314.6,290.31,392.67,348.75,367.88,427.35,350.45,164.53,117.88,116.31,98.62,143.46,220.14,283.78,428.12,298.19,324.84,324.76,229.59,150.96,100.48
864.0,17686776.0,4.0,6.0,5.0,6.0,1.0,,,,,1,1,0.0,,,301.0,315.0,394.0,404.0,195.0,101.0,73.0,71.0,202.0,302.0,258.0,94.0,,,,619.14,384.96,323.98,284.75,224.11,153.32,109.12,142.3,272.01,236.64,345.38,418.33,410.25,363.46,336.27,284.83,221.27,113.86
865.0,17681756.0,3.0,4.0,4.0,6.0,1.0,,,,,1,,0.0,,,194.0,163.0,191.0,169.0,124.0,104.0,65.0,52.0,66.0,131.0,138.0,133.0,,,,164.34,178.4,213.04,190.21,148.16,97.78,63.25,79.51,143.62,114.84,148.97,142.77,128.11,148.09,171.8,100.88,154.43,84.47
866.0,17709919.0,4.0,8.0,4.0,7.0,1.0,,,,,2,,0.0,,,246.0,278.0,285.0,307.0,247.0,237.0,247.0,212.0,196.0,,,,,592.07,262.95,307.94,274.87,241.93,238.93,241.96,216.5,193.11,172.45,207.68,332.89,300.57,339.19,311.6,225.44,272.26,267.57,230.98,241.12
867.0,17678211.0,3.0,5.0,3.0,7.0,1.0,,,,,1,,0.0,,,256.0,255.0,283.0,248.0,175.0,133.0,125.0,118.0,104.0,,,,275.8,270.14,8.58,509.59,54.1,193.8,425.81,152.42,125.64,109.92,113.0,158.59,202.0,202.61,227.0,257.75,255.58,230.94,228.48,146.02,119.98
